Partition	Input_Domain	Language_A	Language_B	N_Input_Families	N_Common_DR_Informative	N_Both_D_Bearing	N_A_D_B_R	N_A_R_B_D	N_Both_R_No_D	N_Common_With_Mixed_Cell	Both_D_Over_Common	Both_D_Proportion	N_Excluded_Not_Common_Informative	Caution
sensitivity	long-apical-input	Malayalam	Tamil	11	6	0	0	0	6	0	0/6	0.0	5	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Telugu	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Toda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Tulu	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Pengo	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Tamil	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Telugu	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Manda	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Naiki	Parji	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Naiki	Pengo	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Naiki	Tamil	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Naiki	Telugu	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Naiki	Tulu	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Parji	Pengo	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Parji	Tamil	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Parji	Telugu	11	5	0	0	1	4	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Parji	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Parji	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Parji	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Pengo	Tamil	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Pengo	Telugu	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Pengo	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Pengo	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Pengo	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Tamil	Telugu	11	6	0	0	1	5	0	0/6	0.0	5	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Tamil	Toda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Tamil	Tulu	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Tamil	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Telugu	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Telugu	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Telugu	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Toda	Tulu	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Toda	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Tulu	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Brahui	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Gadaba	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Gondi	11	7	0	0	1	6	0	0/7	0.0	4	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kannada	11	6	0	0	0	6	0	0/6	0.0	5	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kodagu	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kolami	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Konda	11	5	0	0	3	2	2	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Koraga	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kota	11	6	0	0	0	6	0	0/6	0.0	5	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kui	11	5	0	0	4	1	2	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kurux	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Kuwi	11	5	0	0	3	2	2	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Malayalam	11	7	0	0	0	7	0	0/7	0.0	4	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Malto	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Manda	11	2	0	0	1	1	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Naikri	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Parji	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Pengo	11	3	0	0	1	2	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Tamil	11	7	0	0	0	7	0	0/7	0.0	4	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	mixed-across-related-entries	Badaga	Telugu	11	6	0	0	3	3	3	0/6	0.0	5	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
