ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status	Research_Group	DEDR_ID	Accepted_Root_ID	Immediate_Parent_ID	Immediate_Kind	Borrowed_In_Path	Clade	Is_Dravidian	Candidate_Flags	Database_Language_ID	Research_Correction	Record_Origin	Linked_Database_IDs	Annotation_Entry_ID	Annotation_Family_ID	Individually_Cited_Evidence	Observed_Token_Outcome	Language_Review_Status
f_m4raoc5cxslvu	Telugu	acoṭu	that place, there			acoṭu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_m4raoc5cxslvu	d1	deictic-a-i	0	not-individually-adjudicated	M
f_m4wzjtttyhuvo	Gondi	ātal	of that sort (<i>Voc.</i> 126)			ātal	0:	Tr.	n dialect:Gondi:betul:Betul	dedr;Tr-Gondi				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Gondi		database	f_m4wzjtttyhuvo	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mathe5vs2fru2	Tulu	ā	so much			ā	0:		adj	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Tulu		database	f_mathe5vs2fru2	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_mbthqqo4frbbe	Toda	aQɨd	because of that, therefore			aQïd	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Toda		database	f_mbthqqo4frbbe	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_mcwcuqi4lm6nw	Telugu	andu	there			andu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Telugu		database	f_mcwcuqi4lm6nw	d1	deictic-a-i	0	not-individually-adjudicated	M
f_mcxpuo77kybru	Telugu	ābiḍe	that woman			ābiḍe	0:		adj	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Telugu		database	f_mcxpuo77kybru	d1	deictic-a-i	0	not-individually-adjudicated	M
f_mfwknxir4xyna	PDr	*āṯṯ	that place, manner			*āṯṯ-	0:			krishnamurti				d1	d1	d1	d1	variant	0	Old Dravidian	1	long-vowel-apical-control	PDr		database	f_mfwknxir4xyna	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_migai6ke3extg	Brahui	dā	this, undifferentiated for gender or number (Krishnamurti 1969.67, Penzl 1955.90, §80.2); the Br. declensional and derivational forms are similar to those of the other Br. demonstrative pronouns, based on PDr			dā	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1		Brahui		database	f_migai6ke3extg	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_miimehrxh7bw2	Kannada	āṭu	that much, that many			āṭu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_miimehrxh7bw2	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mik5yhc5wq4hc	Gondi	aga	there (<i>Voc.</i> 11)			aga	0:	Mu. Ma. S. Ko.	dialect:Gondi:maria:Maria	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_mik5yhc5wq4hc	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mj3fvsh74k5mu	Tulu	añcitti	such as that			añcitti	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Tulu		database	f_mj3fvsh74k5mu	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_mkqcv5bk4zgqu	PDr	*a-nV	there, then			*a-nV	0:			krishnamurti				d1	d1	d1	d1	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_mkqcv5bk4zgqu	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ml2kmcd3ol4zq	Telugu	atagā̃ḍu	that man, those persons, that woman or thing, those things			ā̆tagã̄ḍu	0:		obl	dedr				d1	d1	d1	f_j7sbre57sibb4	variant	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_ml2kmcd3ol4zq	d1	deictic-a-i	0	not-individually-adjudicated	M
f_mlkkyohus2jo6	Gondi	accon	then			accon	0:	Mu.	dialect:Gondi:muria:Muria	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_mlkkyohus2jo6	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mmbpbh4meu7xm	Kuwi	ā	-forms, but instead			ā	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Kuwi		database	f_mmbpbh4meu7xm	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mn467dzvvamne	Brahui	dā	this			dā	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1		Brahui		database	f_mn467dzvvamne	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_mnix4wjvyriim	Badaga	adanenda	from it; 3rd pers. sg. ABL remote ; so, therefore			adanenda			pron noun adv uncertain	hockings-pilotraichoor1992[p. 18, col. 2]	Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_mnix4wjvyriim	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_mr6p6y7sxe4pg	Kannada	anne	at that time, then			anne	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Kannada		database	f_mr6p6y7sxe4pg	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mrtrcggovr6hw	markodi	atenə	Those		at̪enə	at̪enə			dialect:markodi:markodi_vannarkadav:Vannarkadav	canvin2025				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	markodi		database	f_mrtrcggovr6hw	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_msg6gkxpncqmk	Kannada	āgye	at that time, then			āgye	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_msg6gkxpncqmk	d1	deictic-a-i	0	not-individually-adjudicated	R
f_mujh5az7xmyla	Kodagu	a·naŋguṇḍɨ	on account of that			a·naŋguṇḍï	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kodagu		database	f_mujh5az7xmyla	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_myq52z2skxnvg	Kannada	āga	at that time, then			āga	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_myq52z2skxnvg	d1	deictic-a-i	0	not-individually-adjudicated	R
f_n2egvcqaxg6xo	Malto	áh	that man, those persons, that woman or thing/those things			áh	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1	nonapical-control	Malto		database	f_n2egvcqaxg6xo	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_n2hwxgcqlxmlu	Badaga	Todava sākida makka	1. Badaga orphan (a term of abuse); 2. child brought up by Todas (lit.); hence a name for the Badagas of Kadana:du and nearby, since they are said to have descended from such a boy			Todava sa:kida makka			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 306, col. 2]	Hockings and Pilot-Raichoor cite DEDR 3504, 1, 2003, 4616			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_n2hwxgcqlxmlu	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_n3pqhzhq3ojek	Badaga	aduna	1. it, that; 3rd pers. sg. ACC remote ; 2. its, of it; 3rd pers. sg. GEN remote			aduna			pron noun uncertain	hockings-pilotraichoor1992[p. 19, col. 2]	Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_n3pqhzhq3ojek	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_n6tsyx5n6ty4a	Badaga	Todavati	Toda woman			Todavati			noun proper-noun uncertain alternate	hockings-pilotraichoor1992[p. 306, col. 2]	(Kapp 1984: 157); Hockings and Pilot-Raichoor cite DEDR 3504, 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_n6tsyx5n6ty4a	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_n7c4hi2iqe5wm	Kurux	asan	there, thither			asan	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1	nonapical-control	Kurux		database	f_n7c4hi2iqe5wm	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nb2s3ybqaqffi	Naiki	ad	that man, those men, that woman or thing, those women or things			ad	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Naiki		database	f_nb2s3ybqaqffi	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nbsl6zssb5pry	Gondi	acnal ( accōṛ)	as much as, as big as that			acnal ( accōṛ)	0:	Tr.	m pl dialect:Gondi:betul:Betul	dedr;Tr-Gondi				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_nbsl6zssb5pry	d1	deictic-a-i	0	not-individually-adjudicated	R
f_nct5uffet6qh6	Badaga	āndama	God Almighty, the Lord, He who rules			a:ndama			noun archaic uncertain alternate	hockings-pilotraichoor1992[p. 43, col. 1]	(lit.; Hindu term; a:ṇdava is an archaic form; < a:lu, ‘to rule’™+S2+ ama); Hockings and Pilot-Raichoor cite DEDR 5157, 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Badaga		database	f_nct5uffet6qh6	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nddbgxa4limyk	Konda	nanu	one (woman or thing) like that			nanu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical	Konda		database	f_nddbgxa4limyk	d1	deictic-a-i	0	not-individually-adjudicated	M
f_nddxklwb6cxaq	Gadaba	āy	like that			āy	0:		adj	dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1		Gadaba		database	f_nddxklwb6cxaq	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nectqhe6pbu3q	Malayalam	aŋŋine	that way, thus			aṅṅine	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Malayalam		database	f_nectqhe6pbu3q	d1	deictic-a-i	0	not-individually-adjudicated	R
f_ned2r26pgyj5w	PDr	*aṯṯ	that place, manner			*aṯṯ-	0:			krishnamurti				d1	d1	d1	d1	variant	0	Old Dravidian	1	short-vowel-apical;geminate-apical-control;postapical-cluster	PDr		database	f_ned2r26pgyj5w	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nestnx3gzmila	Toda	aḏ	on that day, aḏ =θon ‘on that same day’, aḏeː ‘on that very day’			aḏ			demonstrative adv	bhaskararao-toda2025[p. 1, entry 6];emeneau-toda1984[p. 100, 179];bhaskararao-toda-notes[p. 5, 13]	Bhaskararao and Kobayashi cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Toda		database	f_nestnx3gzmila	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nfdmcfvpvhp4a	Naikri	ā	so many males			ā	0:		adj	dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1		Naikri		database	f_nfdmcfvpvhp4a	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ngzzjok3klhqs	Pengo	anṭaŋ	in that direction			anṭaŋ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Pengo		database	f_ngzzjok3klhqs	d1	deictic-a-i	0	not-individually-adjudicated	R
f_nhsq6zgrji3ko	Kota	ana·n	such an important man, woman, etc. as that			ana·n	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Kota		database	f_nhsq6zgrji3ko	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_niredjr3ndzii	Malayalam	aŋŋiṭ-iŋŋiṭam	here and there			aṅṅiṭ-iṅṅiṭam	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Malayalam		database	f_niredjr3ndzii	d1	deictic-a-i	0	not-individually-adjudicated	R
f_nixoo2x5nb6kg	Gondi	accohok	at that time (<i>Voc.</i> 20)			accohok	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_nixoo2x5nb6kg	d1	deictic-a-i	0	not-individually-adjudicated	R
f_njxnpdtkzzsza	Telugu	āyavi	that man, those persons, that woman or thing, those things			āyavi	0:		obl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Telugu		database	f_njxnpdtkzzsza	d1	deictic-a-i	0	not-individually-adjudicated	M
f_nkpq4z4o255qm	Kuwi	āati	that man, those men, that woman or thing, those women or things			āati	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Kuwi		database	f_nkpq4z4o255qm	d1	deictic-a-i	1	R	R
f_nkrgcdhtypdqg	Badaga	atta	to one side, that side			atta			adv uncertain	hockings-pilotraichoor1992[p. 16, col. 2]	Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_nkrgcdhtypdqg	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nl5fvzoxl2wpc	Telugu	akkaḍi	of that place			akkaḍi	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_nl5fvzoxl2wpc	d1	deictic-a-i	0	not-individually-adjudicated	M
f_nnm7gjxxwc42g	Malayalam	a	that, yonder			a	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Malayalam		database	f_nnm7gjxxwc42g	d1	deictic-a-i	0	not-individually-adjudicated	R
f_noelijzyfe3fe	Badaga	avaradu	theirs, one (N.) of them (M. or F.); 3rd pers. pl. M. or F. GEN remote			avaradu			pron archaic uncertain	hockings-pilotraichoor1992[p. 35, col. 2]	(archaic form of avakaradu); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_noelijzyfe3fe	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nohplnds3ez5c	Badaga	avaḷu	she, that woman; 3rd pers. sg. F. NOM remote			avaḷu			pron archaic uncertain alternate	hockings-pilotraichoor1992[p. 36, col. 2]	(archaic forms of ava); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_nohplnds3ez5c	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nqtznaert4dsq	Kannada	hāŋge	in that manner, thus			hāṅge	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_nqtznaert4dsq	d1	deictic-a-i	0	not-individually-adjudicated	R
f_nrxc25gvagnao	Kota	aŋ gey	to have intercourse with			aŋ gey-	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kota		database	f_nrxc25gvagnao	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nuqtr3zliunkc	PDr	*a-	that; that woman or thing; look there!; that place, there; there; so much, all, whole; that time, then, afterwards; that time, then; thus; that man; those things; adj.that; that woman; those persons; that day; thus, in that way; all; then, at that time; there, in that place; there, thence; that man, those men, that woman, those women, that thing, those things; those men; that (remote); those women or things; there!; then; therefore; this			a-				merriam2026dravidiandb[record 1, DEDR 1];starostin2006dravidian	Upstream reconstruction attribution: Starostin, 2006–2013.			d1	d1	d1	d1	variant	0	Old Dravidian	1		PDr		database	f_nuqtr3zliunkc	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nw4vlbktwksms	Toda	atks̱	at that distance			atks̱	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Toda		database	f_nw4vlbktwksms	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nwdycmgav2ohi	Badaga	adāru	whose (poetic); INTERR			ada:ru			pron poetic uncertain	hockings-pilotraichoor1992[p. 18, col. 2]	(< adu+ da:ra, ‘that+ who’); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_nwdycmgav2ohi	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nxkwx4nh5knhu	Parji	ani	there			ani	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	short-vowel-apical	Parji		database	f_nxkwx4nh5knhu	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nxnyoh27hwvs2	Badaga	nammadu	ours			nammadu			pron uncertain	hockings-pilotraichoor1992[p. 337, col. 2]	Hockings and Pilot-Raichoor cite DEDR 5154, 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_nxnyoh27hwvs2	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_nxyysjn4efeuo	Telugu	avi ( vāṭi-)	that man, those persons, that woman or thing, those things			avi ( vāṭi-)	0:		obl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_nxyysjn4efeuo	d1	deictic-a-i	0	not-individually-adjudicated	M
f_nzv2mrd2ikxty	Badaga	ase	beyond, beyond a certain point			ase			adv uncertain alternate	hockings-pilotraichoor1992[p. 50, col. 1]	Printed alternate of a:su			d1	d1	d1	f_dmwg6hlsyj2o6	variant	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_nzv2mrd2ikxty	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_o43coskh5yekq	Toda	aḏ	on that day			aḏ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Toda		database	f_o43coskh5yekq	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_o4cfncbgxh4ig	Kurux	hattrā	that side, in that direction			hattrā	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1	nonapical-control	Kurux		database	f_o4cfncbgxh4ig	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_o4z665raph5cc	Badaga	Kasava	1. Kasuba, Kasaba, Kasuva, Cussuver, Cussuwar, Cossiewar or Kasava tribe (also called Northern Irula); 2. a member of that tribe, labourer, digger, navvy, a section of the Irula tribe who took to plantation labour over a century ago and are found on the northern side of the Nilgiri massif			Kasava			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 152, col. 1]	(estimated at 5700 in 1977; term first noted in 1834; pl. Kasavaru; they occasionally intermarry with Mele Nadu Irulas; Thurston & Rangachari 1909: III, 256; Noble 1977: 60, 67-69; Zvelebil 1981: passim; < kasa+ ava, ‘dirt+that man’); Hockings and Pilot-Raichoor cite DEDR 1088, 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_o4z665raph5cc	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_o5jyrqhjiakiq	Kurux	hayyā	there, in that place			hayyā	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1	nonapical-control	Kurux		database	f_o5jyrqhjiakiq	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_o6yq5lsbgqz46	Toda	aṯik	a little in that direction. DEDR 1, TGT 100 (aṯïk)			aṯik			demonstrative adv	bhaskararao-toda2025[p. 9, entry 23];emeneau-toda1984[p. 100]	Bhaskararao and Kobayashi cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_o6yq5lsbgqz46	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_o7sygo3ufzdj4	Telugu	āviḍa	that woman			āviḍa	0:		adj	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Telugu		database	f_o7sygo3ufzdj4	d1	deictic-a-i	0	not-individually-adjudicated	M
f_oaz4sz6awnhjg	Badaga	ninnadu	yours, thine			ninnadu			pron uncertain	hockings-pilotraichoor1992[p. 347, col. 1]	(cf. ni:); Hockings and Pilot-Raichoor cite DEDR 3684, 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Badaga		database	f_oaz4sz6awnhjg	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ocbm5sf5zqe5q	Pengo	habe	there			habe	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_ocbm5sf5zqe5q	d1	deictic-a-i	1	R	R
f_ocgjemhzvqqgm	Brahui	dād	this			dād	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1		Brahui		database	f_ocgjemhzvqqgm	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_odeptnyooet72	Toda	a mun no·ṛ	the world of the dead (cf. 3638 Ta.nāṭu)			a mun no·ṛ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Toda		database	f_odeptnyooet72	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_oeicbzl5wunn2	Badaga	nādidavaru	relatives, relations, those of one’s own blood, affines (lit. ‘those who have approached’; pair-word with na:davaru)			na:didavaru			noun uncertain	hockings-pilotraichoor1992[p. 343, col. 2]	Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Badaga		database	f_oeicbzl5wunn2	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ofh2efzglq2g6	markodi	āyi	He		aːji	aːji			3sg m dialect:markodi:markodi_pannithadam:Pannithadam	canvin2025				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		markodi		database	f_ofh2efzglq2g6	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ofysdujw7gcme	Pengo	adaŋ	that man, those men, that woman, those women, that thing, those things			adaŋ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_ofysdujw7gcme	d1	deictic-a-i	0	not-individually-adjudicated	R
f_ohf63tnu7qake	Parji	apoṭ	that time			apoṭ	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Parji		database	f_ohf63tnu7qake	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ojlu2vrucrgls	Naiki	ayel	that direction			ayel	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Naiki		database	f_ojlu2vrucrgls	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ojv2yo4ojm226	Kota	and	such an important man, woman, etc. as that			and	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_ojv2yo4ojm226	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ojxwanfq2fej2	Brahui	duhun	in this manner			duhun	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1	nonapical-control	Brahui		database	f_ojxwanfq2fej2	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_okmx3i7e6ol6o	Kurux	ār	that man, those persons, that woman or thing, those things			ār	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1	long-vowel-apical-control	Kurux		database	f_okmx3i7e6ol6o	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_olbauonytiqmy	Kannada	asa	that much, that many			asa	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_olbauonytiqmy	d1	deictic-a-i	0	not-individually-adjudicated	R
f_ommmasxbbo5gs	Kannada	atta	on that side, in that direction, to that side, afterwards			atta	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_ommmasxbbo5gs	d1	deictic-a-i	0	not-individually-adjudicated	R
f_onwyxznsxrwfg	Badaga	hāge	thus, in that manner			ha:ge			adv uncertain alternate	hockings-pilotraichoor1992[p. 581, col. 1]	(cf. atta ma:ke); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Badaga		database	f_onwyxznsxrwfg	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_oozcb7gytr37g	Gondi	appōṛ	then (past time) (<i>Voc.</i> 62)			appō˘ṛ	0:	Tr.	dialect:Gondi:betul:Betul	dedr;Tr-Gondi				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_oozcb7gytr37g	d1	deictic-a-i	0	not-individually-adjudicated	R
f_opvh3bao4knb4	Parji	av	that man, those men, that woman or thing, those women or things			av	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Parji		database	f_opvh3bao4knb4	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_oqlou6nvl6m6c	Kodagu	attɨ	to that side			attï	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kodagu		database	f_oqlou6nvl6m6c	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_or6eyinewfqie	Toda	al	in that place, there, al =θon ‘just there’, cf. as̱-n ‘from there’, as̱- nïḏ-s ‘from there on’			al			demonstrative adv	bhaskararao-toda2025[p. 2, entry 9];emeneau-toda1984[p. 61, 179];bhaskararao-toda-notes[p. 6, 13]	Bhaskararao and Kobayashi cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_or6eyinewfqie	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
