Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status
f_ddrxt5bhy45lg	aḷu	person		1	1	0	Kannada				short-vowel-apical		unlinked
f_ddt7hlhcwxmjc	maŋgāy	mango		1	1	0	Mannan						unlinked
f_ddtfdukyg7oxw	ron	house		1	1	0	Gondi				short-vowel-apical		unlinked
f_ddtfj3nhi4usq	cā	Die		1	1	0	Kodagu						unlinked
f_ddu74lrevolai	āṟmoṇy fūf	6 o’clock flower		1	1	0	Toda				long-vowel-apical-control		unlinked
f_ddvgrz42ijxza	mayavillɨ	rainbow		1	1	0	Urali				nonapical-control		unlinked
f_ddx3aur22zvlw	dīvige	lamp, light		2	2	0	Badaga						unlinked
f_ddxk4gwwvdrxg	al	person		1	1	0	Kurux				short-vowel-apical		unlinked
f_ddxpmbkrcrgzy	poṇm	money, coin, 4-anna piece, wealth (cf. koːs ‘rupee’)		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_ddxqjv6c3hgjw	marvāyd	mandatory return of bride to own home after wedding and time spent at groom’s house		1	1	0	Kota				postapical-cluster;short-vowel-apical		unlinked
f_ddygpdkup5yf6	kevikallu	earrings		1	1	0	AluKurumba				nonapical-control		unlinked
f_ddyids3ujtbme	ni	you (2s, informal)		1	1	0	Irula						unlinked
f_ddyn6ptbb6s4m	nāsa	ruin, destruction		1	1	0	Badaga						unlinked
f_de6co6og2qfjo	bṳ̤suṛi	mosquito		1	1	0	Kurux						unlinked
f_deax5zch4wzms	-kon	a. like		1	1	0	Brahui				short-vowel-apical		unlinked
f_deckf7uo655f2	ṭan	to pull		1	1	0	Kurux				short-vowel-apical		unlinked
f_dedg4yjkhc3tu	pitta	1. bile, one of the three basic aspects of man (the other two being behaviour and mind); 2. ill health, a disease (cf. Skt. pitta		1	1	0	Badaga				nonapical-control		unlinked
f_dedvslnglza5a	mañjɨ	cloud (white)		1	1	0	Irula						unlinked
f_defyuaxoz4olq	cēl marm	has fruit, but no particular significance in Kolmel. The big tree in Mēnāṛ is a cēl tree.		1	1	0	Kota				long-vowel-apical-control		unlinked
f_degthjdjw52yc	mãmẽna	don’t hear/listen		1	1	0	Kurux						unlinked
f_deh72w5l5gosa	accara	written script		1	1	0	Badaga				nonapical-control		unlinked
f_dehd5n5mao62a	ḍuṇḍūl	dust		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_deiwksyfbuhrs	payyu	Cow		1	1	0	Kodagu				nonapical-control		unlinked
f_dej6pwiyxlddc	dīpavaḷi	Divali, Deepauvaly, name of a festival celebrated only by some Badagas in October-November since World War II, and in a very cursory way		1	1	0	Badaga						unlinked
f_dejya7jvuvmjc	imbāi	Who?		1	1	0	Kui				nonapical-control		unlinked
f_dek3baiw2iz3m	kulēpɨr	buffalo of Ithilar mund		1	1	0	Toda				short-vowel-apical		unlinked
f_dekshxxnhuyeg	makəra	spider		1	1	0	Kurux				nonapical-control		unlinked
f_del5n34eivxvy	geraga	ill-fate, evil fate		1	1	0	Badaga				short-vowel-apical		unlinked
f_delpsh5chr3x4	oc	oːč from oːyč, non-finite of oːx		1	1	0	Toda				nonapical-control		unlinked
f_delvz5775jnjk	bɛdrei̯	tomato		1	1	0	Gondi						unlinked
f_demcnbyq2qmp6	ɨḍḍu	two (stones)		1	1	0	BettaKurumba						unlinked
f_demrig64koqtu	virakɨ	firewood		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_den6gm7ilhc5c	pator	kill		1	1	0	Gondi				nonapical-control		unlinked
f_deomnjw5o6uv4	arikei̯yu	palm		1	1	0	Gondi				short-vowel-apical		unlinked
f_deoxnfrdfqqc6	amaputʔra	don’t vomit		1	1	0	Kurux				nonapical-control		unlinked
f_depxiessdpy7u	ud(madʔ)	see		1	1	0	Gondi				nonapical-control		unlinked
f_deq6wqazhee7e	ōḍa	river		1	1	0	Muthuvan				long-vowel-apical-control		unlinked
f_der4wutvznn4u	hat-ing	vt. to bring		1	1	0	Brahui				nonapical-control		unlinked
f_derbtg4pm2zpk	mandara	prayer, spell, mantram, magical trick (cf. Skt. mantra		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_derevjij3brz4	ōry-k =ɨśky	to somebody		1	1	0	Toda				long-vowel-apical-control		unlinked
f_derocu6uqsvlw	pʌnḍ	fruit		1	1	0	Gondi						unlinked
f_dervs7f6caj4w	anda	big brass water pot, cooking vessel, earthen pot with wide mouth		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_deryioiywsh6m	sattiya	1. oath, vow, promise, word; 2. truth, honesty, faithfulness, right living; truthful, faithful		1	1	0	Badaga				nonapical-control		unlinked
f_des35qzz2ao7w	sut	thread		1	1	0	Gondi				nonapical-control		unlinked
f_deskxzxnd3ilo	mʌḍəsūr	husband		1	1	0	Gondi						unlinked
f_detypafmcfrkw	kīre soppu	greens, edible leaves		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_deubh3oavdcls	lʌŋg	far		1	1	0	Gondi						unlinked
f_deudkulix3n4q	kattɨ	wind		1	1	0	Irula				nonapical-control		unlinked
f_devexypykg5w4	ḍosakayɨ	cucumber		1	1	0	Kannada				nonapical-control		unlinked
f_dew2dxee2dmys	ārɨ	six		1	1	0	Kadar				long-vowel-apical-control		unlinked
f_dewtu5juq6vpm	koṭṭa'ḍa	hit		1	1	0	BettaKurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dexbcg7awu4re	ilətta m	blood		1	1	0	Mannan				short-vowel-apical		unlinked
f_dexbg22q6lifi	kanamnatta tɨ	light		1	1	0	Mannan				short-vowel-apical		unlinked
f_dezccmsy5dfd6	raṭri	night		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_dezhupxodls2s	bāhotar	a. senseless; stupefied		1	1	0	Brahui						unlinked
f_df2uk3ctgprt4	kōl tuḍ	stump of leg (after part is cut off) (koːl ‘leg’)		1	1	0	Toda				long-vowel-apical-control		unlinked
f_df3q7spa75jgs	ṭukkur	n. piece		1	1	0	Brahui				nonapical-control		unlinked
f_df3w4sqya643m	pinōx	oil cake		1	1	0	Toda				short-vowel-apical		unlinked
f_df4neomodtwo2	ṭiguḍu	bark		1	1	0	Kannada				nonapical-control		unlinked
f_df56o6hjsxu5c	bʌco	how many		1	1	0	Gondi						unlinked
f_df62elp4brwp6	baḍaŋ	what		1	1	0	Gondi				short-vowel-apical		unlinked
f_df757clfhbywm	tu ṇi	cloth		1	1	0	Mannan						unlinked
f_df76qv6sxoe26	muñji	face		1	1	0	Irula						unlinked
f_df7ekpewxcvv2	sōḍ(vʌl)	see		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_df7keamf6embi	ham	die		1	1	0	Gondi				nonapical-control		unlinked
f_df7ojfpdupsh2	orku	you (plural)		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dfaf3mwr7pndc	azal	n. beginning		1	1	0	Brahui						unlinked
f_dfajgqa25zny6	ārā	who?		1	1	0	AluKurumba				long-vowel-apical-control		unlinked
f_dfb3yexlfkwac	iloθ	verbal noun of il-, not being		1	1	0	Toda				short-vowel-apical		unlinked
f_dfb6mdhpv2rmo	hoḍiyəṇuvogu	flee		1	1	0	AluKurumba				short-vowel-apical		unlinked
f_dfbcyc7od6l46	dorekaŋgɨ	potato		1	1	0	Irula				short-vowel-apical		unlinked
f_dfbievncz3wpm	kola	1. sept, clan, ancestral group, cult-group ; 2. community, crowd DBIA 110		2	2	0	Badaga				short-vowel-apical		unlinked
f_dfblav2vu2lzc	min(k)	fish		1	1	0	Gondi				short-vowel-apical		unlinked
f_dfbm7ug52vjfq	bau	younger brother		1	1	0	Gondi						unlinked
f_dfcbxssrg6pvm	minsmʌntur	lie down		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dfdeknqst7y3q	ā	that		1	1	0	Kannada						unlinked
f_dfecfnswmu2ey	īracī	meat		1	1	0	Kudiya				long-vowel-apical-control		unlinked
f_dfegvnhirwfw4				6	5	1	Kannada;Kodagu;Tamil;Telugu;Tulu				nonapical-control	stuti	entry
f_dffnmte4ka3h2	puθ muṟn	a special kind of sieve burnt with female dead body		1	1	0	Toda						unlinked
f_dfg5g5tbixkgw	volle	one (person)		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dfgrm2yemf7is	ra ṇḍɨ	two		1	1	0	Irula						unlinked
f_dfh7f7y6bpmr6	erasi	1. mound, platform, plinth; 2. large heap, pile, bunch (Thurston & Rangachari 1909: I, 80 and Jagor 1914: 48 recorded ratchai; Ka. ra:śi		3	3	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_dfhgqtoeoryu2	hʌri	path		1	1	0	Gondi						unlinked
f_dfhjxppq46ccm	mēlē	Up		1	1	0	Tamil				long-vowel-apical-control		unlinked
f_dfhrvkmonnkbm	nila	blue		1	1	0	Kannada				short-vowel-apical		unlinked
f_dfi3zx75grfma	dʰəhə	ten		1	1	0	Gondi						unlinked
f_dficptmt4se7i	naɫkōs	female proper name (naɫ koːs)		1	1	0	Toda						unlinked
f_dfiipaskcmsbs	jonnʌ	millet		1	1	0	Gondi				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dfiph7qsyxfdm	iruvadu	twenty		1	1	0	Irula				short-vowel-apical		unlinked
f_dfjgj6nhn35vc	goddēru	act of stubborn resistance		1	1	0	Badaga				nonapical-control		unlinked
f_dfmlzriu3bxjg	yero	seven		1	1	0	Gondi				short-vowel-apical		unlinked
f_dfngbp6s6kiak	cʰai̯yi	roof		1	1	0	Gondi						unlinked
f_dfngjskn4mujw	berɨ	root		1	1	0	Irula				short-vowel-apical		unlinked
f_dfnliohvkgits	kūra	house		1	1	0	Eravallan				long-vowel-apical-control		unlinked
f_dfober7glp5qg	erumamaḍɨ	buffalo		1	1	0	Mannan				short-vowel-apical		unlinked
f_dfpdqmxjjlaua	peṇḍɨ	wife		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_dfpf7ay3qzrlq	neṟiɫkoẓ̡	bell in the kuṛpoɫỵ dairy (kwas̱m)		1	1	0	Toda				short-vowel-apical		unlinked
f_dfq4gi77sufme	rāhī kann-ing	vt. to send		1	1	0	Brahui						unlinked
f_dfra5prauogcc	bagara	millet		1	1	0	Gondi				nonapical-control		unlinked
f_dfrkn3yn4ehne	śivaratri	a common Indian monthly observance ivara:;j 1. King Ŝiva; 2. male name ivalinga sacred phallic emblem representing Šiva, a small such emblem worn round the neck of adult Lingayats, central object of worship for Lingayats and other aivites; 1. Lord Šiva; 2. male name		1	1	0	Badaga				nonapical-control		unlinked
f_dfrn6t4xmeq36	magɨ	son		1	1	0	Kannada				nonapical-control		unlinked
f_dfsybzd6chdbs	nalla	good		1	1	0	Eravallan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dfthtpks5ganu	bā	n. mouth; door; gate		1	1	0	Brahui						unlinked
f_dfvif3f6yaurg	mal	girl		1	1	0	Gadaba				short-vowel-apical		unlinked
f_dfvqg7jw7knfy	nur	one hundred		1	1	0	Gondi				short-vowel-apical		unlinked
f_dfvsucyaqmu4e	peḍaḷ	child		1	1	0	Gondi				short-vowel-apical		unlinked
f_dfvte3ntkgdpi	kʌl	hair		1	1	0	Gondi						unlinked
f_dfwr5w7pptp7e	ḍaɣār	n. ground		1	1	0	Brahui						unlinked
f_dfx4esrjdiji4	kūe	cooing		2	2	0	Badaga						unlinked
f_dfxhjatq4dtvm	paṭṭa'	bark		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dfxurzoswexfe	marta	we (exclusive)		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dg2lig3a4ocwq	sʌri	path		1	1	0	Gondi						unlinked
f_dg2unb7wakmus	sunja	lie down		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dg36ggt45iu2o	tyṯy-	S oftüṯ-		1	1	0	Toda						unlinked
f_dg3nu3gkholza	modarõ	ring (gold band)		1	1	0	Irula				nonapical-control		unlinked
f_dg4qtoofjwlgy	tin	eat		1	1	0	Gondi				short-vowel-apical		unlinked
f_dg635x2ukwxvk	kalakṭaru	district collector		2	2	0	Badaga				short-vowel-apical		unlinked
f_dg6hqsulikevc	arisi	rice (husked)		1	1	0	Irula				short-vowel-apical		unlinked
f_dg74dqai5gw52	mugu	nose		1	1	0	Irula				nonapical-control		unlinked
f_dg7or7vc6loco	potta key	palm		1	1	0	Muthuvan				nonapical-control		unlinked
f_dgasxh7cgkaso	pusuluru	lightning		1	1	0	Gondi				nonapical-control		unlinked
f_dgaveukjprria	māsam	month		1	1	0	Irula						unlinked
f_dgbr5y3qallte	dinmule	evening, afternoon		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dgcanyo3of5jk	koṭi	monkey		1	1	0	Kannada				short-vowel-apical		unlinked
f_dgf4ertuxqikw	han	go		1	1	0	Gondi				short-vowel-apical		unlinked
f_dgf5i5zmmvwhu	padar	name		1	1	0	Gondi				nonapical-control		unlinked
f_dgg2ymkpnusmi	vorjitʌr	kill		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dggdowdiga644	pāda	1. foot, feet; 2. foot of the gods Šiva or Indra; male name		1	1	0	Badaga						unlinked
f_dggfjyjgkag56	bulːu	fruit		1	1	0	Gadaba				postapical-cluster;short-vowel-apical		unlinked
f_dghq2oh6edef2	sūyilu	breath		1	1	0	Kannada						unlinked
f_dgi6idtptaxlu	bʌcʌku	how many		1	1	0	Gondi						unlinked
f_dgi7lvfqhpt4y	kunaŋgai̯yu	elbow		1	1	0	Gondi				short-vowel-apical		unlinked
f_dgiiupbhalduk	obkvɨ̄s̱	pointed stick		1	1	0	Toda				nonapical-control		unlinked
f_dgiu5f7sh3ltk	oḍendā	broken		1	1	0	Muduga				short-vowel-apical		unlinked
f_dgivbxn6wnysc	cepːul	meat (raw)		1	1	0	Gadaba				nonapical-control		unlinked
f_dgkn6dhgjgbek	daṇḍe	near		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_dgkvjkc5r5vk6	sūryan	sun		1	1	0	Kadar				long-vowel-apical-control		unlinked
f_dglshxwa3comu	vale(suḷa)	all		1	1	0	Gondi				short-vowel-apical		unlinked
f_dglyphldlzesm	kukke	ash		1	1	0	Irula				nonapical-control		unlinked
f_dgmn2jn3yemoi	nōkkɨ	look, he looked		1	1	0	Mannan						unlinked
f_dgnpewhqfgy3i	andi	evening/afternoon		1	1	0	MalaPulaya				postapical-cluster;short-vowel-apical		unlinked
f_dgocjvw52fwci	maṇi	1. diamond, pearl, jewel, gem, ornament (“worn round the neck by women; 36 cm. round, it consists of black stone beads” in a		1	1	0	Badaga				short-vowel-apical		unlinked
f_dgomb7b36xpzs	yemmuḍu	Our		1	1	0	Irula				nonapical-control		unlinked
f_dgpjs5ephxbhk	p ø ɫ ṇ̣	white lice that infest dirty clothes		1	1	0	Toda						unlinked
f_dgpmf5io25mjs	āga	Bad boy		1	1	0	Kota						unlinked
f_dgpmrdcn3uf7g	nimme	you (plural)		1	1	0	Gondi				nonapical-control		unlinked
f_dgpyixsbwa43y	besmalla	bad		1	1	0	Kurux				nonapical-control		unlinked
f_dgritz56iyze4				6	5	1	Kannada;Malayalam;Tamil;Telugu;Tulu					koțțu	entry
f_dgsbkwvyawkqi	ṭolu	skin		1	1	0	Kannada				short-vowel-apical		unlinked
f_dgsvnnqw6jm3q	novo	new		1	1	0	Gondi				nonapical-control		unlinked
f_dgt2mvlq3icjq	pāmbɨ	snake		1	1	0	Irula						unlinked
f_dgtw5ba3e7lsk	pijjā	Behind		1	1	0	Gondi				nonapical-control		unlinked
f_dgv2a4zhplgqy	toŋgi	stone		1	1	0	Gondi						unlinked
f_dgwngkio5afkk	Dāvaṇi	Dhavani, Thavani, Thavanai, Thauvanay, Tauvanay, Towanny, name of a hamlet 4.5 km. of Ootacamund belonging to Kadana:du commune, and home of the pa:rpatti of Todana:du		1	1	0	Badaga						unlinked
f_dgx4wkonf3wcy	tyfc-	S oftüfc-		1	1	0	Toda						unlinked
f_dgxrqhh646kym	mōs̱fep	the buttermilk coagulant at Küšu mund of Kaːs̱ clan		1	1	0	Toda						unlinked
f_dgzdw7mlxrcei	Vēlingtan	Wellington, a town and large military cantonment of mixed population 2.5 km. NNW of Coonoor; headquarters of the Madras Regiment		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_dgztmk535vjdu	taŋke	younger sister		1	1	0	Irula						unlinked
f_dh2y6kg2e3rio	pīṯoṇ tuṛy-	(morning sickness) to come (?piːṯoṇ)		2	2	0	Toda				long-vowel-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dh32q5lwn63dy	mega	cloud		1	1	0	Kannada				nonapical-control		unlinked
f_dh3x3z27n5hvg	kaṇḍisɨ	man		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_dh4gnobhsvp42	okka	all		1	1	0	Muthuvan				nonapical-control		unlinked
f_dh6bsoonkopfe	koc-	S ofkoθ-		1	1	0	Toda				nonapical-control		unlinked
f_dh6e6db27j57u	od(madi)	see		1	1	0	Gondi				nonapical-control		unlinked
f_dh6hlaw3ovgyc	paśi	was hungry		1	1	0	Irula				nonapical-control		unlinked
f_dh6k7l5iwomme	kuñji	child		1	1	0	Muthuvan						unlinked
f_dh736nasev4ke	voṇḍu	one (stone)		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_dh7paxsvqrsvk	moṛky-	S of moṛk- 2		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_dhbtyk7mmp7ka	undi	one		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dhcgxuznozpp2	mēlūru	same as the preceding dictionary entry		2	2	0	Badaga				long-vowel-apical-control		unlinked
f_dhco2evcfijk6	(bəndə)goβi	cabbage		1	1	0	Gondi						unlinked
f_dhdebqhiffytq	ond	one		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_dhdk5d27o4k5w	Ōveli	Ouchterlony Valley, Ochterlony valley, O’ Valley, a large tract of tea estates (formerly coffee estates) a few km. S of Gudalur, of mixed population		1	1	0	Badaga						unlinked
f_dhdp47psfatbu	Bāmbe	Bombay, capital of Maharashtra and a major seaport, ca 950 km. NNW of Ootacamund		1	1	0	Badaga						unlinked
f_dheeogtdexgl6	ēck	twice		1	1	0	Toda						unlinked
f_dherv52aovrns	kūcu	shame, shamefulness, contemptibleness		2	2	0	Badaga						unlinked
f_dhfp6vsn5ygxc	(paint)	paint		1	1	0	Badaga						unlinked
f_dhha2f7dxtxkw	kvan-	to work slowly wasting time, to act slowly wasting time		2	2	0	Toda						unlinked
f_dhhdswnzj3kqi	teṟ-ɨr kub-k pīp ōɫ̣	the boy who goes after teṟ-ïr. He normally eats ker ‘food thatiskeptfromthenightbefore’. Anotherpersonlooksforpeːsyïr a̱ndcollects them. After they graze, theteṟ-ïr are brought back		1	1	0	Toda				short-vowel-apical		unlinked
f_dhjfd6gqdlipq	(rum)	rum		1	1	0	Badaga						unlinked
f_dhkcanirqn63y	binna	obstacle, obstruction		1	1	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dhkitpm5jcu4o	kērn	one kind of snake		1	1	0	Toda				long-vowel-apical-control		unlinked
f_dhlityj4ggxou	mukːa	wife		1	1	0	Kurux				nonapical-control		unlinked
f_dhme2th32cato	cənda	moon		1	1	0	Gondi						unlinked
f_dhngvr3tg7qos	mircin	chili		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dhnqz6uidko3e	har-vār	adv. every-time		1	1	0	Brahui				postapical-cluster;short-vowel-apical		unlinked
f_dhoabzuqd3vrk	kuñjipuḷḷa	child		1	1	0	Mannan						unlinked
f_dhofmgwyh7ojg	kofc-	S of kof- ‘to whisper’ 2		1	1	0	Toda						unlinked
f_dhopjcb5w4yxq	olkarusematol	burn		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dhoytop4ypmfc	parɨ	look, he saw		1	1	0	Irula				short-vowel-apical		unlinked
f_dhpmciianmbye	uttu ḷiya	small		1	1	0	Kadar				nonapical-control		unlinked
f_dhqaejmx2ejy2	mogă gurramŭ lŭ	Horses		1	1	1	Telugu					mogă gurramŭ lŭ	unlinked
f_dhqyketb36uge	palama	story		1	1	0	AluKurumba				short-vowel-apical		unlinked
f_dhr44cb5fbley	mocin	cross-cousin, e.g., father’s sister’s son		1	1	0	Toda				nonapical-control		unlinked
f_dhriz3m3hlp32	mes	egg		1	1	0	Gondi				nonapical-control		unlinked
f_dhrnsjus63qrk	koyi	chicken		1	1	0	Muthuvan				nonapical-control		unlinked
f_dhryrn5umhnry	tudal	boy		1	1	0	Gondi				nonapical-control		unlinked
f_dht5qyps367ts	eti	goat		1	1	0	Gondi				nonapical-control		unlinked
f_dhthxzqjydgzw	toni	elbow		1	1	0	Gondi				short-vowel-apical		unlinked
f_dhtoc4s4vd57e	ontu	one		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_dhu5ncgvwtesk	num ure	You are		1	1	0	Brahui				nonapical-control		unlinked
f_dhuezbtc3yfhm	vɨlpy	things brought for ceremonies or festivals		1	1	0	Toda						unlinked
f_dhwb66zw3jc6m	kōyi	chicken		1	1	0	MalaMalasar						unlinked
f_dhxisivbxjaqu	maru pūje	puja done in Hulla:da hamlet (and perhaps elsewhere) three months after the major firewalking ceremony of Ma:ri Habba		1	1	0	Badaga				short-vowel-apical		unlinked
f_dhy6akbqgpigi	mūkkɨ	nose		1	1	0	Mannan						unlinked
f_dhz4goatkhewq	beḷaṭṭi	tall		1	1	0	Kannada				short-vowel-apical		unlinked
f_dhz5re556gmio	akka	older sister		1	1	0	Irula				nonapical-control		unlinked
f_di2xefhqnnl5u	ʌpˑu	thorn		1	1	0	Gondi						unlinked
f_di353s6yl6dt2	ucimator	sit down		1	1	0	Gondi				nonapical-control		unlinked
f_di4jfwlfdwhki	en	1s		1	1	0	Kurux				short-vowel-apical		unlinked
f_di5343deloupi	hʌvi	meat		1	1	0	Gondi						unlinked
f_di5eear3fdwt6	*nakk-	to lick		1	0	0		*nakk-	f_di5eear3fdwt6	nonapical-control			entry
f_di5nony3e5eas	ṭiṭṭu	near		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_di6idytsfqgha	pāre kallu	rock		2	2	0	Badaga				long-vowel-apical-control		unlinked
f_di6vkjyqvauhm	bor	you (singular, informal)		1	1	0	Gondi				short-vowel-apical		unlinked
f_di7d5xa6chwrs	nile	moon		1	1	0	Gondi				short-vowel-apical		unlinked
f_di7j5hm66p6mm	kīrtige	glory, heroic name DBIA 102		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_di7yx26mke5fe	amaṭ	we (exclusive)		1	1	0	Gondi				nonapical-control		unlinked
f_dibu23u54bn6m	suṇ	lime (calcium hydroxide liquid)		1	1	0	Toda				short-vowel-apical		unlinked
f_did6saodyassu	adambalu	obstinacy, obstinate behaviour		1	1	0	Badaga				nonapical-control		unlinked
f_die5irkvbegt4	kombu	horn		1	1	0	Kannada				nonapical-control		unlinked
f_diej6upxmm3ji	ūr	village, town, city		1	1	0	Kota				long-vowel-apical-control		unlinked
f_dierkxkm4xyoo	aḍimei	Slave		1	1	0	Tamil				short-vowel-apical		unlinked
f_diev24u6gv2a2	pod-	S of poːr- ‘to come’		1	1	0	Toda				nonapical-control		unlinked
f_difliqjr3btra	serɨ	mud (wet)		1	1	0	Irula				short-vowel-apical		unlinked
f_difuu3gpcv3l4	poṭṭiya	broken		1	1	0	Urali				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dig5mgubfumeu	maṟkoɫ̣	side of house		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_digwsio4tj5fi	tsəko	knife		1	1	0	Gondi						unlinked
f_dih2kqqjreyng	dadal	older brother		1	1	0	Gondi				nonapical-control		unlinked
f_dih4bu3oedz4g	pōceṯy nøv	suitable song		1	1	0	Toda						unlinked
f_dihbf2h7a5foy	ela	leaf		1	1	0	MalaPulaya				short-vowel-apical		unlinked
f_dihn5wjxoxk6q	etyxena	salutation by Kaːs̱ patrilineal sib		1	1	0	Toda				nonapical-control		unlinked
f_dii2ey5ua35xm	keṇṇu	eye		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dij3bdq5bpfmm	mūŋgu	nose		1	1	0	Kannada						unlinked
f_dijrjpahhlrvy	ten-ā	pron. self-GEN		1	1	0	Brahui				short-vowel-apical		unlinked
f_dik3krwoh3jla	nānɨ	I (1st sg.)		1	1	0	Irula				long-vowel-apical-control		unlinked
f_dik4o6p7kkxd6	arisi	rice		1	1	0	Irula				short-vowel-apical		unlinked
f_dilie3lmrhn7m	mirpakaia	chili		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dilobviwc5o36	ṭuŋɨ	cloth		1	1	0	Kannada						unlinked
f_dimce7wsl6n4w				6	5	1	Gadaba;Kannada;Kolami;Telugu;Tulu				nonapical-control	nimma	entry
f_dimfjy2us45ps	tinka	moon		1	1	0	Mannan				postapical-cluster;short-vowel-apical		unlinked
