Chart	View	Row	Category	Family_ID	Evidence_or_Formation_IDs
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4876	f_77ho3mtigr4fc;f_dj55miiwszpgw;f_eeerujkaw4vh4;f_g6oxn5l54k3zw;f_govtyxfjt2pjy;f_gub7ugxbqwpfs;f_mkqdkere4pzoc;f_ntt4kimg4uxse;f_tijmqwm7lsbd4;f_vuepx772547kk;f_xrvrpduxa7idi;f_zdac3dluyegu6
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4885	f_m2abl34wyx6xs
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d489	f_3drgs7echl77u;f_4b6avkqoilwle;f_egh7fg2evdo6u;f_wngp4n7ascy2q
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d490	f_lzfmtmyxydwz4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d494	f_7wpwowtnfdq5g;f_anbvt4tpyfyai;f_hhtwqu34dyfaq
languages	All 403 reviewed input families	Telugu	Missing	d495	
languages	All 403 reviewed input families	Telugu	Missing	d4968	
languages	All 403 reviewed input families	Telugu	Displaced and retained	d4971	f_4m7lozehtllfy;f_bnp3imsabrzm2;f_grid5klclsjtm;f_nqlwafkvotyoa;f_uiinf2gj237r2;f_xmcbksy25loqq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4973	f_av5dpf4tmb4cu;f_i4vjnfmoubsu6;f_ozuzormjwxpma;f_ve6opn657vmzw;f_zr54mji7567xy;f_zvl5ednachsvg
languages	All 403 reviewed input families	Telugu	Displaced and retained	d4975	f_4pl6t52fplnyo;f_elhpd4l7t6ukw;f_jajb7pda62h54;f_mffezlqquvhqa;f_p5jhlgg64xjwy;f_qahi7u5xomv2q;f_rfqihomohaspc;f_y27lunofek45m
languages	All 403 reviewed input families	Telugu	Missing	d4976	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4986	f_6fdppxtbru7ku;f_6ysrps6lklc4q;f_sqfa6652yyih6
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d4989	f_g2rkycbkrvwei;f_twf5mh5yknqce;f_ynegemv2sciz4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d499	f_wj3cg4g5ks5mu
languages	All 403 reviewed input families	Telugu	Displaced and retained	d4993	f_3dgxlyglq6c5k;f_4skwjnjtejid4;f_5kic52fhvflss;f_7h6nkegacjark;f_d2g74plrs2woe;f_f2mnrcpu62cok;f_kx3mcwuydtfj2;f_mksxtzxbcvzw4;f_oigxlt7rc3ypo;f_rewo3ykdazprc;f_w3lgazv2wdzr2
languages	All 403 reviewed input families	Telugu	Displaced and retained	d5007	f_7duona3haiqmw;f_7s57h4cwrljpc;f_7x3l37wmbo4x6;f_dcisehtnly34y;f_iiuvs4gki5m7o;f_jghoo3wugtola;f_lsgpwh5hksfzq;f_xm647bxiv4ft4
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d5017	f_svwas36tn34lk;f_xbsrmnfpfo4ps
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d502	f_26lwvxu43ig4k;f_7fmuwslbag7n4;f_dgfr7xfpeadze;f_dwgcjswhqoozu;f_l3p7f5axkekz2;f_md6u4xreivsrc;f_mpyejvd67v4ti;f_tdj2gm3oxspxu;f_xvsd56qh3osek;f_zr3kmbroc4kgg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d504	f_f6uk3aawoalec;f_fkgbaapxbzjtg;f_hkzqr3fllyh7y;f_qazxtombhitme;f_wxy7r2zhjoczi;f_ycfkvmae34aki
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d5046	f_4q4k27zunvkwi;f_uszr6lmqfypd2
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d507	f_vd2trzdv2whqq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5078	f_6n5xxal3z4a3y;f_d36uocjau7scu;f_hoqki5lkbzj3g;f_jitlg4chudjl6;f_l5kbpzrtcpzjk;f_n2ymyasa34pjs;f_qwdsw7ul7q3ou;f_wndok5qftuyd4;f_zeaqz6vn6ooom;f_zkax5spxgdpuq
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d508	f_eo2qdb2ne2mw6;f_l4gd6s6rihmea;f_mkqgs7per3mpi
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d5082	f_7msblpleyzn3c;f_c4zinr3kbwfxy;f_umeht4sejjcai;f_xaskqvo4umu2k
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5087	f_6fx5qs3q536xq;f_h5o6tqewvagvc;f_rje62z7x7apv2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5114	f_25qeeeoavi2vq;f_2l6mqpgm2vt24;f_6kdyfdppekygw;f_dbckieeuy6cku;f_naifu4zmicxqw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d512	f_kyuvorz7vzpcq
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d5123	f_3zfyxy2zizywi;f_eksyiwxdqwkni;f_fodk2f3bmd742;f_miahekturqw6i;f_nnjwkozyvi3cc
languages	All 403 reviewed input families	Telugu	Missing	d5124	
languages	All 403 reviewed input families	Telugu	Displaced and retained	d513	f_d5kcw6hrz2qbi;f_ejrg7mghib4h6;f_h55dqkqddalhw;f_iidp2lwtlxkrw;f_td5tw434rhrw4;f_tthkyznga3ouu;f_vfhmtesu22rzc;f_xanpmdfasmauw;f_yukt2ixlwlxqy
languages	All 403 reviewed input families	Telugu	Missing	d5146	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5153	f_3cxmtdqyp2m3s;f_3syqpefmathaw;f_54yjmlgdhgod6;f_a357bme6omfcw;f_mht7rwsy55ieq;f_nxrlqbbs6ucjy
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5159	f_mea3g7wqaeyy2
languages	All 403 reviewed input families	Telugu	Displaced and retained	d516	f_2ev7zelqpwhym;f_e5od7okyckgem;f_uy6bi7fk3wgza;f_x56ndqpatzxga;f_xmjor7la2kyae
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d517	f_egseskzv55o6u;f_t4jkutlbao6tm
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d520	f_alq2jr3tzgyny
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d524	f_6fmhwsrps47ig;f_b37yzbbfqmmco;f_bwwlsnbq6lnci;f_csfruyzxt6je2;f_d4afpd47y6ut4;f_deuynngiiwcx2;f_j3nw42kexnnbg;f_j6mdttckswdkk;f_qvuudidf5tso4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5250	f_ajs4ykkpegpni;f_wlqq7rh65e2km
languages	All 403 reviewed input families	Telugu	Displaced and retained	d5263	f_2q7e5xhgcvlue;f_4bl55aufe6jo6;f_56oibpri2i2vm;f_aiveiwbm65mt2;f_hcejirjfk6qtg;f_iaul4kv22gxlm;f_n7s5kt47ng4jw;f_oih2skwaeoewk;f_vj7msytpxb3s6;f_vo7lpwwww2ycc;f_vphwyxedrelvg
languages	All 403 reviewed input families	Telugu	Displaced and retained	d527	f_fsguringnvhhk;f_z55xejz2iehee
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d528	f_xmnwq5lqtgvb2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d529	f_bqtfy7oba67j2
languages	All 403 reviewed input families	Telugu	Displaced and retained	d5295	f_d77sua7o2mkk6;f_xhmz3p5ipzksu;f_zcoseodl46ssi
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d533	f_cnf3dnw7qfybs
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d536	f_wufgofjrqpjjm;f_yuz7hhnzlqusk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5368	f_fnoir4osz2vlc;f_tmq7uc3f4evu4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5369	f_i6vvj7cfm3fwc;f_le54g6ettjvpi;f_mcxlgdf5lfx4c
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d5372	f_4fafyfmltdnqg;f_e4grqlrzlhcyy;f_gbpodvvpvr542;f_gdfkkqlfuab7i;f_inuveraq4mw6u;f_si3ulrjzpo4cm;f_skfcmvhkfpxnc
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d5409	f_5krorzllosgw6;f_m4k2ln4qkit3k
languages	All 403 reviewed input families	Telugu	Displaced and retained	d5411	f_3uxni4dtuloe6;f_5jg6q3prdpqyg;f_5vyqqq2p2iprq;f_binykjwbdnjxq;f_bpoly3jexvtdw;f_eqguatdy67lbq;f_fqtyyziofrvuc;f_glnjed7bmajry;f_ixe5yz7me2hvg;f_m2hbfst57laxy;f_mjz4dyz45yhni;f_pktg6eyvm5mnc;f_qt3g6zhjyayes;f_v6564is7rkhhk;f_vaakpidjk4k7i;f_y3eehbj6rnjc2;f_zdd65kl3o22re
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d545	f_n3xeprddcxfew
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d5555	f_6dduwy4gmls4w;f_7rg664cd6qs2k;f_cjl2zbnyd27nk;f_ckt6mljkqcckm;f_iw2ctkrs6key2;f_nqryvnvkmfbas;f_ruseyaaj5wulk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d558	f_6jtuarl5kvcok;f_6mqrzdtzijxac;f_bhroxlarepsnu;f_cjs7x7phz5ess
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d560	f_tbt2s6i6wmpqc
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d561	f_vlsxnt2u2hrgy
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d562	f_7umt3d66xpqny;f_bh7354yrtemxa
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d570	f_thvyetkchipr2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d572	f_fhnvq24bawp7k;f_jnigzi4yb6hyc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d586	f_lsxcxuxy6apxe;f_w2ece5qyc2e7e
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d587	f_cv4l4xl2sicn4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d588	f_5ja3bgpoxf62u;f_bk5cw7r3ife5i;f_kc3glohvnk7ca;f_owiwczrlvn5pc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d589	f_3r3fxwgnacwjg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d590	f_x5c3k2wku5yqy
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d592	f_goj7itue33zqu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d593	f_5wpnj765xtkhq;f_eofl3optqhdr2;f_gv4pqg7pjdjkw;f_rwap2pbzy6ybk;f_xodkexw77s47k
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d61	f_3q5xbq5rhq75c;f_nhqmog2x777im
languages	All 403 reviewed input families	Telugu	Displaced and retained	d63	f_4b2n5ptvxwd5w;f_6rdekkcsrmxj4;f_7dpiziz3womlk;f_ba2xhgycj3vys;f_ccljx3athxqva;f_i77nwvutqgc7i;f_jyl2im2bylpky;f_sp7jg6ayxkr4m
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d64+d88	f_26rtmygv6su5a;f_i3kdjtgtub5tq;f_khhlvdoxcql3g;f_oe5gof547efpk;f_olnrtertjnd6q;f_rbxef5qs3fuus;f_zjn6k7u4v6agu
languages	All 403 reviewed input families	Telugu	Displaced and retained	d648	f_7kukhkrndkqic;f_g3tocbxdksz7e;f_ina7tj47g6g5u;f_ntcvqb2qsscau;f_xohvrljyei7kq;f_zluumdebjzs2w
languages	All 403 reviewed input families	Telugu	Other only	d649	f_teoc5iq7k6tf4
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d651	f_m3vyg4md2asvu;f_x4pwvek6ghyki
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d655	f_3r5oc7xu3ahcc;f_jhzhaevacxxww;f_sq7aeyugs6u76;f_zdasvedrt4k3a
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d656	f_2hgugtyusmuwo;f_bpadk2esrwkr2;f_c3fwzy2cn42us;f_h55dkvhqhdzry;f_hjaubujdrspwa;f_lodlpfjq7lqpu
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d657	f_bbonyqwjlvy5c;f_voikotwaja7cg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d658	f_2ivdrlkat7ilm
languages	All 403 reviewed input families	Telugu	Other only	d661	f_blqakidyr2tns
languages	All 403 reviewed input families	Telugu	Other only	d663	f_mj3yuxik2x4uu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d664	f_2s4q2f6gxixo2;f_4cojh5wziuzao;f_7j45i7plicrwm;f_k2ix3adnipdwm;f_le6iryukb4h7y;f_mhhhpmvyrmfee;f_shnqvq5xosxj2;f_spe53lu2hkoya
languages	All 403 reviewed input families	Telugu	Displaced and retained	d665	f_2phvv346pd5yg;f_af7bdsrd3aslg;f_by57fgmyly4gw;f_eyb7yifzmw6ug;f_khc2ieubs6xdk;f_mi74tsrybn3k6;f_q64arbjsvuxda;f_relhjannylmyi;f_tjibk3ef3bpdi;f_v2xdao7jpfhcy
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d666	f_2iw6pnwibmi6e;f_2pzogxpbg2iym;f_3dwihvsx5ihuw;f_aujuv6m3p2zqw;f_br5y3as5sa2zi;f_iwyrekwrlnhsu;f_s67nwclrn7cka
languages	All 403 reviewed input families	Telugu	Missing	d672	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d675	f_5wpjnmlg6y63k;f_jrobnf5jpsttg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d676	f_5eqtmzth2yfae;f_qkevv6pv44e4s;f_uqewl33mge6f6
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d686+d689	f_3bcttth6tqdk2;f_gmahf4mq2t44a;f_w3pngkzhkqi3a
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d688	f_232xjhmdnpfs2;f_tm7iqnx5wiskm;f_zsdykfen5jepc
languages	All 403 reviewed input families	Telugu	Other only	d690	f_2r47wx7v3nbls
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d692	f_6sktwdc2utfhk
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d693	f_eb4gjdkkm7pci
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d694	f_gyfzg7pv2m4qm
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d695	f_eljvrlcjr2vpu;f_eoxlfh5tfommc;f_gdop7hsftdcpk;f_h423k4ufxe2yq;f_u3ie7akm2uyqy;f_xh3gomwl3fnbe
languages	All 403 reviewed input families	Telugu	Other only	d696	f_3p6pepgeykxd4
languages	All 403 reviewed input families	Telugu	Other only	d697	f_ladqv5cmlr4gs;f_luxwptyfsoemc;f_yf7k4kfglyfho;f_yldu2gmhldv62
languages	All 403 reviewed input families	Telugu	Displaced and retained	d698	f_2auilmzjjh2ra;f_4h2kuf5ojtwou;f_b5wxcz5mtcvo2;f_bjokttep4ugls;f_brqugiax2gcck;f_ht5gmk7adngog;f_jql2vb4762p4k;f_oz4ggp4pdrgra;f_pe3aqev76rtnc;research:d698-telugu-lona
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d699	f_ke4wojrfnts4y
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d700	f_fmkgx3vhc4qd6
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d703	f_jba2jfd4kghwq;f_n4gcky3ikbcqk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d704	f_c7z33277tg4yk;f_kszix26lin7sq;f_xucfap4yp4zmw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d705	f_mpjreuvcijve6
languages	All 403 reviewed input families	Telugu	Missing	d706	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d707	f_4lrrh5sysmbaa;f_5fj6qtdtju6xe;f_g4vwq7xocssey;f_glk66zoi3e65e;f_s7e2u6npdcr2o;f_tcefbsplmv4pq
languages	All 403 reviewed input families	Telugu	Other only	d708	f_4thoqwygg7xto
languages	All 403 reviewed input families	Telugu	Missing	d709	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d710	f_4av2ms6lwyqty;f_65acleguslgay;f_7isn6r6pljtow;f_ldvu3pr4pwzcw;f_t4sb7hycuaoik
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d711	f_ca534ltqmfwo6;f_cyoevd764dk2u;f_dnn33giav3qzw;f_jdgr7qsuxpimu;f_kd4v7jyz4vxw6;f_ochgvs5twkhwi
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d712	f_gah7ot7yis7jq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d713	f_az3wknfz7npy6;f_ecemj6qng7zpi;f_osyqtz3oqjv76
languages	All 403 reviewed input families	Telugu	Missing	d715	
languages	All 403 reviewed input families	Telugu	Displaced and retained	d718	f_3ffh7wgvhadic;f_fckpbufr66zpc;f_g76hbf3iffdzo;f_i46ewddu6kt6g;f_ipbf4hkx7c43c;f_logfsgdkjo6uo;f_pq2gjbkidkrvu
languages	All 403 reviewed input families	Telugu	Displaced and retained	d719	f_e7abshb3nhkpi;f_h3bx2a4tsypaq;f_k7gr7lb4dodvu;f_sedlhsgn3kjj2;f_ulsqwhjqi2svo;f_ux2bkuaww4mxo;f_yfgjji5rlntdc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d72	f_a57tvmje7sedi;f_b6gtt7wm2j7f4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d721	f_56xmjpxzdc3x6;f_gnqqri3j5i2yg;f_xptnm7a7derlm
languages	All 403 reviewed input families	Telugu	Other only	d722	f_6sh54tewdcbei;f_cxmhttt35taka;f_qe3yqkjmmo4tm;f_znly5tz2maqrc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d723	f_e75tavhhlk77e;f_i2dwveankx4ls
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d75	f_npdkiu6aup6ci
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d76	f_2y6vxshlckupi;f_km5iruujn6hz2;f_np5uvaetesff2;f_oaicvmfv6cppq
languages	All 403 reviewed input families	Telugu	Displaced and retained	d77	f_5om2wvp6x5pcu;f_6ekcbbq2hx3i2;f_e5iah74rikmqu;f_evtufgngj723g;f_gyswcvqfxkoiu;f_vamndeveceg4i;f_yclhpsvgoowz6;f_yu3lxrlzvmafs
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d78	f_uozmojogquqli
languages	All 403 reviewed input families	Telugu	Missing	d789	
languages	All 403 reviewed input families	Telugu	Displaced and retained	d79	f_52de2l2gjglkq;f_6ud64zlrr5o3a;f_k4y6jfdltdh4y;f_nfiovvrlffkag;f_q4h3lpx6xi6ow;f_xcacbitxwveko;f_yq3xcphvgf2xs
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d80	f_z3onimgv2kbbe
languages	All 403 reviewed input families	Telugu	Missing	d800	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d809	f_24y7t62bh5av6;f_dsmvytjltvlzs;f_e2zunkfbhs6ye;f_m5beaum27bjvi;f_nrrzn4eubwdji
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d81	f_ssqxolnzzhyuq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d810	f_osp2lo5tvwr5u;f_rclhwxuq75stm;f_sj2e7vsrzx6q4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d811	f_2vsv7dvqhpkvu;f_ax6ztffa6joom;f_ezkyngizg5giq;f_j5tkwwu2evtic;f_myiblmusv7756;f_rl7tvwmzyic7m;f_stpcytabwbgog
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d813	f_7e56wf3pykgom;f_zzgxlrml5enc4
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d815	f_dtrefvpzqofz2;f_dxjywspcepx3i;f_l22r7hinig6im;f_nf2wl3ei555jc
languages	All 403 reviewed input families	Telugu	Other only	d816	f_4wroeao7kgh3e;f_5swcwm6qxh7ey;f_p2srcauxc7uhs;f_tkvb7mcvk6xhm;f_wmldojmoqalqc
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d817	f_mnzrj7d6cou2g;f_nwwdms524xmne
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d820	f_fibnppczkk74s;f_n5gtgqy7thqgm
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d822	f_peetpu2vnvrws;f_rtred35nura4k
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d826	f_at2qqcbuo6rxu;f_qycmddnhwxm5a
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d827	f_3rmvawrboppvm;f_4t73ewnslj4ks;f_oopgz3j3wffpa
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d829	f_mb5xayq5lsqug
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d83	f_2raa67ydlblmy;f_654xcyc7npom4;f_fqosrquyubgsy;f_jplcqgt23bwnq;f_uv2ohlspig5y2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d832	f_afciguott7odm;f_cy5hsivdgrchw;f_ieqnxrxtxqxye;f_oflbxn2nkbgtw;f_ukoolapkenz2k
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d833	f_5b5jmzobxktbu;f_642cs5fkle5i6;f_6i6arn5e34tpg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d835	f_56em7didg4bju;f_ab6lm7r5llvp6;f_nwio2mrrkmqd2;f_nx6iz2xeasndm
languages	All 403 reviewed input families	Telugu	Missing	d837	
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d839	f_5neiivqvt4e5c;f_kafnsi6vvzrp4;f_op2pyu4jfwqj6;f_rszipo6ny3znq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d84	f_3u3em7cpbm3ps;f_6dwdgnqq73qeq;f_eynm7a23m67ps;f_p63j66pzb5y4w;f_qlr7ichhhihvy;f_udy2vnaz6nh2i
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d844	f_4ve6cgdivdeaq;f_6v7ifaxmkkbs6;f_edbwofcu52d3w
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d845	f_mpjod4fu4lthc;f_qw62e3tp4daqm
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d846	f_wlw4otleee6jw
languages	All 403 reviewed input families	Telugu	Other only	d851	f_7rjidnatoi4c4;f_aq2lf5k4xbusg;f_egnclykr2jd76;f_gkwedpefaea6s;f_nqywbs5ufmess;f_otpabqvkwlcsc;f_tnvngmsw3p4om;f_x5zej7kz3q5yq;f_yvlxkeaibql5w
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d856	f_yq56vlt5lvrye
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d857	f_47z5t4h23suxg;f_c4aalaqdu6o32
languages	All 403 reviewed input families	Telugu	Displaced and retained	d859	f_dznjbpz2ftx6m;f_zdun4kuo43iac
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d86	f_6lm5yuchfts6k;f_fwhhaejmlon5s;f_od5d6qhvd3ncw;f_tveuktoelmakq;f_xo7olulbxcnbo
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d860	f_ls7uxhxv6rjgy
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d865	f_ezoz5n7s7lmgy;f_n36s3uaaycdto;f_nouafgxbvhayk;f_psc6fa6gd23lg;f_qx6w6jlkqtvay;f_wpmy7hes7n65i
languages	All 403 reviewed input families	Telugu	Displaced and retained	d868	f_id6r5fma34f6w;f_jsuqpc7vyafvs;f_u6hv6ikzmlnxa;f_vafhfikpsgekc;research:d868-literary-anaka;research:d868-literary-anan;research:d868-literary-anaru;research:d868-literary-anavuḍu;research:d868-literary-anābaḍu;research:d868-literary-naru;research:d868-literary-nābaḍu;research:d868-literary-nāka;research:d868-literary-nān;research:d868-literary-nāvuḍu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d869	f_5snmqmnhjrjn4;f_kdu65eh2nbgoo;f_m3uundn7wqm4m
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d89	f_vusva7tdjpzmw
languages	All 403 reviewed input families	Telugu	Displaced and retained	d910	f_3odtrftebl5wi;f_iecku5o7g5pjg;f_oefzdejj4o33e;f_oilw2e6tgl4si;f_pcbqekije5whq;f_srg5hswuz6rro;f_uvwbefljrdew6;f_zvrjmtjpbkkts
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d913	f_t6ppphdv3hvd4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d914	f_2lywnilgidjye;f_6uixrgmxgsums;f_d57qlraj7st4m;f_kjoo66zwzgof6;f_lsjp7keds4ivm;f_wuz6ugki6536i
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d915	f_c42bn73o7bg66
languages	All 403 reviewed input families	Telugu	Displaced and retained	d916	f_2pjmnnrox3nfk;f_2tnoo4ekxypqm;f_2u3chk5rvh43g;f_36squrnip3p46;f_4z7e5kgnsa7ho;f_6e7ukd7i6lqai;f_6gev4pdv53yss;f_7otr2veenx2hk;f_anw4oeo63rfsc;f_bwlfcspusojv4;f_e6gtfwej36beg;f_ewviqpkdz5byi;f_iy2sbhpiday2w;f_mp32mfnh3wmpu;f_mrdkd3ujogedg;f_mtlzjhocq34lm;f_muksojtyrs4si;f_qiwnhy2wm4n4q;f_vcs55ypq2pz6y;f_wkvdrkbmthw4k
languages	All 403 reviewed input families	Telugu	Missing	d917	
