family_id	formation	input	analysis	unresolved	status	annotation_history	revision_reason
6343	handspan-nominal-with-r-variant	diṣṭi versus reconstructed *driṣṭi	Palula diṣṭ and most Shina forms are short, while Guresi dríṣṭɨ preserves a final vowel and explicitly initial prominence. The old source discusses contamination with the see-related dr̥ṣṭi family to explain r, making this a specific variant problem rather than free phonological variation. No old accent is securely given for the measure noun.	Read the Guresi cell and the source's contamination argument and distinguish measure nouns from seeing nouns.	short-root-with-documented-variant-formation	"[""family_annotations_16.jsonl:44""]"	
6366	fall-or-collapse-verbal-stem	dīyatē ‘decays, perishes’	Gilgit diǰ- is a short unaccented bound stem with added palatal material, while the older infinitive accents its ending. The decay-to-collapse semantic route is plausible, but the old long ī and modern derived stem need a conjugational account. The input's accent is unrecorded.	Read the fall paradigm and determine whether shortening is cell-conditioned or inherited in the reformed stem.	verbal-shortening-and-formation	"[""family_annotations_16.jsonl:45""]"	
6402	other-adjective-from-ordinal	*dutīya; compare independently accented dvitī́ya	Palula dúi/Biori dúe and Strand dʹuy ‘other’ contract an ordinal-derived formation and preserve prominence on the initial written material. The old immediate input is reconstructed without accent; the parent dvitī́ya's accent cannot simply be transferred across contraction and pronominal reanalysis. The vowel/glide sequence requires manual parsing.	Read adjective/pronominal inflection and compare the numeral second separately.	ordinal-to-pronominal-derivation	"[""family_annotations_16.jsonl:46""]"	
6482	maternal-grandchild-compound-with-gender-endings	*duhitr̥kuḍaka/*duhitr̥kuḍikā	Palula dhiúuṛu/dhiúuṛi has early long-root prominence in the surviving second-constituent material and an unaccented gender ending. The precise daughter's-child relation independently motivates the compound and sex-specific suffixes. Its old accent is not recorded, so the modern pattern supports compound/nominal morphology rather than an attested inherited accent shift.	Read kinship paradigms and reconstruct the contraction boundary and initial vowel/glide sequence.	diagnostic-kinship-compound-and-gender	"[""family_annotations_16.jsonl:47""]"	
6507	look-present-reformation-from-aorist-or-future	*dr̥kṣati/*drakṣati/*dēkṣati	Palula dac̣híi versus Biori dhayíi has the same modern citation-ending accent but different root consonant outcomes. Turner explicitly treats the present as a reformation with several possible vowel grades and influence from other see verbs. There is no unique old accented finite input, and dialectal segments must be explained before treating the pair as direct sound correspondences.	Read the full look/see paradigms and source etymological discussion and distinguish suppletive seeing stems.	reformed-verbal-input-complex	"[""family_annotations_16.jsonl:48""]"	
6534	cowife-nominal-with-dubious-affinal-compound-link	DB *dēvarajāni ‘husband's younger brother's wife’	Full original Turner6534 does NOT derive Palula abhīṇi cowife from *dēvarajāni. It cites Palula/Dameli forms in a semantic aside and explicitly derives them from Pashto bən co-wife (NOGaw34). Thus the apparent semantic/segmental exception is a misread comparative aside in the DB graph. Modern Palula abhíiṇi retains its genuine feminine m-declension and accent data, but supplies loan-adaptation evidence rather than inherited *dēvarajāni accent.	Verify the exact donor vocalism/aspiration history against the cited NOGaw passage before reconstructing the loan-adaptation steps. The graph exclusion itself is supported by the full Turner text.	source-explicit-Pashto-loan-misassigned-comparison	"[""family_annotations_16.jsonl:49"", ""annotation_revisions_05.jsonl:4""]"	
6592	milk-verb-with-simple-versus-causative-input	*dōhati versus independently accented dōháyati	Palula dhoíi and dhóo are different citation or stem forms with distinct written accent patterns; Kalkoti dooyil is perfective. Turner explicitly states that many modern forms cannot distinguish the simple verb from the causative. Thus old accent is input-dependent, and unequal-vowel sequences and cell differences must be resolved before a historical contour comparison.	Read the full milking paradigm and determine the grammatical distribution of dhoíi/dhóo and the Kalkoti perfective.	diagnostic-input-and-verbal-cell-ambiguity	"[""family_annotations_16.jsonl:50""]"	
6613	drag-verbal-root-and-extension	*drakk	Palula dhrakíi places prominence in the citation ending, whereas Gilgit dẓakal- contains additional al material and Sawi dark metathesizes the root. These are not directly comparable accent cells. The expressive or reconstructed short root has no independent old accent; final ii must be analyzed with the Palula verb paradigm.	Recover imperative and perfective cells and distinguish al derivation from root material.	unaccented-input-verbal-paradigm	"[""family_annotations_17.jsonl:1""]"	
6625	property-noun-and-medicine-derivative	dravya	Gilgit ẓab ‘property’ is a short monosyllable after cluster reduction; j̣abāṭi ‘medicine’ is a longer derivative, reflecting the old substance/drug sense rather than the same inflectional cell. The bare short form gives no long-vowel accent opposition. The extended medicine form needs its own suffix and accent analysis.	Check the medicine formation and actual marked tokens; do not infer an old accent for dravya.	semantic-derivatives-separated	"[""family_annotations_17.jsonl:2""]"	
6634a	lengthen-intransitive-verb	*drāhyatē; related drā́ghatē	Palula dhraáǰa and Biori draáǰe have late aa before a final vowel, unlike many early-root vowel-final imperatives. The reconstructed passive or intransitive formation and its palatal consonant cannot simply inherit the accent of related drā́ghatē. Aspiration differs across dialects, but both retain late aa, making morphology and contraction better first explanations than onset aspiration alone.	Read the paradigm and determine whether ǰ reflects a y-bearing formation and whether the cited forms are identical cells.	verbal-contraction-class-candidate	"[""family_annotations_17.jsonl:3""]"	
6648	two-numeral-case-gender-merger	dva; independently attested duvaú, dvā́, dvé	Palula and Gilgit dúu have early long prominence; Astori du is short. The broad citation dva conceals accented historical case and gender forms. A development involving dvā́ and raising differs from contraction of duvaú, so modern uu alone cannot identify the antecedent. Kalkoti duu, Kundal duī and Sawi dū add segmental evidence but not uniform mora notation.	Compare numeral inflection and the competing old forms before assigning an inherited-accent prediction.	accented-secondary-inputs	"[""family_annotations_17.jsonl:4""]"	
6651	door-noun-with-secondary-derivatives	*dvara; compare dvā́ra	Palula dáar beside Biori dar supports early accent on newly lengthened a. The reconstructed short input is distinct from independently attested long dvā́ra. Palula darúṛi ‘window’, Shina darú ‘outside’ and adjectival dariino have additional material or grammatical uses; they are not exceptions in one door paradigm. Sawi darḗ may likewise reflect an ending.	Separate the direct door noun, window derivative and locative/adverbial forms in the record table.	new-length-early-with-input-alternative	"[""family_annotations_17.jsonl:5""]"	
6685	two-year-old-animal-gender-derivatives	*dvivatsikā	Palula béeǰi ‘heifer’ has early long root accent after substantial contraction. Strand diwišʹi denotes a male goat and accents final i, so its age terminology and gender formation must be separated from the reconstructed feminine -ikā input. Sawi byāċi contributes consonantal and vowel history. Gender and age suffixes supply an independent reason for distinct outcomes.	Verify the animal age definitions and masculine versus feminine suffixes in each source.	gender-and-age-formation-split	"[""family_annotations_17.jsonl:6""]"	
